value,timestamp
42330,2025-09-06T23:44:46
42330,2025-09-06T23:44:46
42330,2025-09-06T23:44:46
42330,2025-09-06T23:44:46
42330,2025-09-06T23:44:46
42330,2025-09-06T23:44:46
42330,2025-09-06T23:44:46
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:47
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:48
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:49
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:50
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:51
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:52
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:53
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:54
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:55
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:56
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:57
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:58
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
